: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

: OPENROUTER PROCESSING

data: {"type":"response.created","response":{"object":"response","id":"gen-1769599856-y4yCpoLEkVhhPYkPJzWJ","created_at":1769599866,"completed_at":null,"status":"in_progress","error":null,"output_text":"","output":[],"model":"z-ai/glm-4.7-flash","incomplete_details":null,"usage":null,"tools":[],"tool_choice":"auto","parallel_tool_calls":true,"max_output_tokens":1000,"temperature":0.7,"top_p":1,"presence_penalty":0,"frequency_penalty":0,"top_logprobs":0,"max_tool_calls":null,"metadata":{},"background":false,"previous_response_id":null,"service_tier":"auto","truncation":"disabled","store":false,"instructions":null,"text":{"format":{"type":"text"}},"reasoning":null,"safety_identifier":null,"prompt_cache_key":null,"user":null},"sequence_number":0}

data: {"type":"response.in_progress","response":{"object":"response","id":"gen-1769599856-y4yCpoLEkVhhPYkPJzWJ","created_at":1769599866,"completed_at":null,"status":"in_progress","error":null,"output_text":"","output":[],"model":"z-ai/glm-4.7-flash","incomplete_details":null,"usage":null,"tools":[],"tool_choice":"auto","parallel_tool_calls":true,"max_output_tokens":1000,"temperature":0.7,"top_p":1,"presence_penalty":0,"frequency_penalty":0,"top_logprobs":0,"max_tool_calls":null,"metadata":{},"background":false,"previous_response_id":null,"service_tier":"auto","truncation":"disabled","store":false,"instructions":null,"text":{"format":{"type":"text"}},"reasoning":null,"safety_identifier":null,"prompt_cache_key":null,"user":null},"sequence_number":1}

data: {"type":"response.output_item.added","output_index":0,"item":{"type":"reasoning","id":"rs_tmp_y425xnny9rl","summary":[]},"sequence_number":2}

data: {"type":"response.content_part.added","item_id":"rs_tmp_y425xnny9rl","output_index":0,"content_index":0,"part":{"type":"reasoning_text","text":""},"sequence_number":3}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":"1","sequence_number":4}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":".","sequence_number":5}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":" ","sequence_number":6}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":" **","sequence_number":7}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":"An","sequence_number":8}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":"alyze","sequence_number":9}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":" the","sequence_number":10}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":" User","sequence_number":11}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":"'s","sequence_number":12}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":" Request","sequence_number":13}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":":","sequence_number":14}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":"**\n","sequence_number":15}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":"   ","sequence_number":16}

data: {"type":"response.reasoning_text.delta","output_index":0,"item_id":"rs_tmp_y425xnny9rl","content_index":0,"delta":" *","sequence_number":17}

